"","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","startMonth","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"869","1.prio",25315,8.5,1,"Danmark","Kbh.","A",4,"B",10,"A",8.5,"Mænd","HF","4070","Øst for Storebæl",26,2424,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",9,2014,7,"BSc2014",0,5,5,5,0,0,15,15,10,10,15,10,0,0,30,15,10,0,15,5,0,0,45,15,25,15,25,10,0,0,60,15,25,0,25,5,0,0,75,15,30,5,30,5,15,15,75,0,30,0,30,0,15,0,75,0,30,0,30,0,15,0,75,0,30,0,30,0,15,0,75,0,30,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,4,-5,0,8.5,7,1,0,5.66666666666667,8,1,0,4.33333333333333,8.5,2.42857142857143,0,4.33333333333333,8.2,2.42857142857143,7,4.33333333333333,8.2,2.375,7,4.33333333333333,8.2,2.375,7,4.33333333333333,8.2,2.375,7,4.33333333333333,8.2,2.375,7,4.33333333333333,8.2,2.375
"870","1.prio",25317,6.5,1,"Danmark","Aalborg","A",3.33333333333333,"A",7,"A",4.33333333333333,"Mænd","HTX","9000","Nordjyll.",21,2425,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",9,2014,7,"BSc2014",5,5,5,5,0,0,15,15,10,10,15,10,0,0,30,15,20,10,20,5,0,0,45,15,30,10,25,5,0,0,60,15,30,0,25,5,0,0,75,15,35,5,30,5,15,15,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,4,2,0,9.5,5.5,1.33333333333333,0,8.66666666666667,7,2,0,7.5,7,1.875,0,7.5,7,1.875,8.66666666666667,7.5,7,1.7,8.66666666666667,7.5,7,1.7,8.66666666666667,7.5,7,1.7,8.66666666666667,7.5,7,1.7,8.66666666666667,7.5,7,1.7
"871","2. <af>vrige",25317,3.5,1,"Danmark","Aalborg","B",2.66666666666667,"A",3.75,"A",3.5,"Mænd","HTX","9850","Nordjyll.",19,2504,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Informatik","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2014-09-01,2015-12-08,"bachelor",9,2014,4,"BSc2014",0,5,0,5,0,0,5,15,0,15,0,15,0,0,5,25,0,10,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5
"872","1.prio",26520,7.7,1,"Danmark","Esbjerg","A",5,"B",9,"A",6,"Mænd","HTX","6700","Sydjyl.til Århus",21,2243,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-01-30,"bachelor",9,2014,3,"BSc2014",0,5,5,5,0,0,15,15,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0,NA,NA,7,0
"873","2. <af>vrige",25317,2.9,1,"Danmark","Aalborg","B",2,"A",3.33333333333333,"A",2,"Mænd","HHX","4863","Øst for Storebæl",19,2368,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2014-09-01,NA,"bachelor",9,2014,NA,"BSc2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,15,15,5,15,15,10,0,0,30,15,5,15,20,5,0,0,45,15,10,15,20,0,0,0,45,0,10,0,20,0,0,0,45,0,10,0,20,0,0,0,45,0,10,0,20,0,0,0,45,0,10,0,20,0,0,0,45,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,0,0,0,NA,0,0,0,NA,NA,12,0,NA,4.5,12,0.5,NA,3.66666666666667,10.3333333333333,-0.142857142857143,NA,3.66666666666667,10.3333333333333,-0.636363636363636,NA,3.66666666666667,10.3333333333333,-0.636363636363636,NA,3.66666666666667,10.3333333333333,-0.636363636363636,NA,3.66666666666667,10.3333333333333,-0.636363636363636,NA,3.66666666666667,10.3333333333333,-0.636363636363636
"874","2. <af>vrige",25315,3.7,2,"Danmark","Kbh.","A",1,"B",8.5,"A",3,"Mænd","STX","9520","Nordjyll.",25,2369,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2014-09-01,NA,"bachelor",9,2014,NA,"BSc2014",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,15,5,0,0,45,15,30,15,25,10,0,0,60,15,30,0,30,5,0,0,75,15,30,5,30,0,15,15,75,0,30,0,30,0,15,0,75,0,30,0,30,0,15,0,75,0,30,0,30,0,15,0,75,0,30,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,4,7,0,8.5,8,7,0,5.66666666666667,8.66666666666667,7,0,6.2,9,5,0,6.2,9.6,5,9,6.2,9.6,3.88888888888889,9,6.2,9.6,3.88888888888889,9,6.2,9.6,3.88888888888889,9,6.2,9.6,3.88888888888889,9,6.2,9.6,3.88888888888889
"875","1.prio",25317,12,1,"Danmark","Aalborg","A",11.5,"A",10,"A",10.6666666666667,"Mænd","HTX","9000","Nordjyll.",19,2426,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",9,2014,7,"BSc2014",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,20,5,20,5,0,0,45,15,30,10,25,5,0,0,60,15,30,0,30,5,0,0,75,15,35,5,30,0,15,15,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,7,7,0,8,9.5,7,0,8.66666666666667,10.3333333333333,7.75,0,8.25,10.75,7,0,8.25,11,7,10.3333333333333,8.25,11,7.42857142857143,10.3333333333333,8.25,11,7.42857142857143,10.3333333333333,8.25,11,7.42857142857143,10.3333333333333,8.25,11,7.42857142857143,10.3333333333333,8.25,11,7.42857142857143
"876","1.prio",25317,6,1,"Danmark","Aalborg","B",2,"A",8,"A",6,"Mænd","STX","9000","Nordjyll.",21,2294,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-12-02,"bachelor",9,2014,4,"BSc2014",0,5,5,5,0,0,15,15,10,15,15,10,0,0,30,15,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,7,0,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75,NA,9.5,8.5,0.75
"877","1.prio",25317,6.5,1,"Litauen","Aalborg","B",2,"B",2,NA,NA,"Mænd","Udenlandsk adg.grundlag","89486","Ikke oplyst",20,2278,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-08-24,"bachelor",9,2014,4,"BSc2014",0,5,0,5,0,0,15,15,0,15,10,15,0,0,30,15,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,2,-3,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4,NA,2,3,-4
"878","1.prio",25317,6.6,1,"Danmark","Aalborg","A",7,"A",7.66666666666667,"A",6.25,"Mænd","STX","9000","Nordjyll.",21,2511,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Software engineering","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2014-09-01,2015-08-31,"bachelor",9,2014,4,"BSc2014",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,7,10,NA,7,7,7,NA,7,7,7,NA,7,7,7,NA,7,7,7,NA,7,7,7,NA,7,7,7,NA,7,7,7,NA,7,7,7,NA,7,7,7
"879","2. <af>vrige",25315,9.8,1,"Danmark","Kbh.","A",8.5,"B",9.66666666666667,"A",10,"Kvinder","STX","2300","Øst for Storebæl",21,2256,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc By-, energi- og miljøplanlægning","Planlægning, Geografi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af den studerende",2014-09-01,2015-06-02,"bachelor",9,2014,3,"BSc2014",0,5,0,5,0,0,15,15,0,5,10,10,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5,NA,7,10,-5
"880","2. <af>vrige",25315,8.5,1,"Danmark","Kbh.","B",7,"A",10.6666666666667,"A",7.33333333333333,"Kvinder","STX","2000","Øst for Storebæl",20,2269,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-06-27,"bachelor",9,2014,3,"BSc2014",0,5,5,5,0,0,15,15,0,10,10,10,0,0,30,15,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,4,0,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667,NA,2.5,5.5,-1.66666666666667
"881","1.prio",25317,7.9,1,"Danmark","Aalborg","A",5.5,"A",5,"A",5,"Mænd","STX","9000","Nordjyll.",19,2257,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Geografi","Planlægning, Geografi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af den studerende",2014-09-01,2015-01-04,"bachelor",9,2014,3,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","1.prio",25317,7.9,1,"Danmark","Aalborg","B",3,"A",7,"A",7.75,"Kvinder","HTX","9000","Nordjyll.",20,2427,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",9,2014,7,"BSc2014",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,20,5,20,5,0,0,45,15,30,10,25,5,0,0,60,15,30,0,30,5,0,0,75,15,35,5,30,0,15,15,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,10,0,0,5.5,8.5,2.75,0,7,8,3.6,0,5.75,5.6,3.85714285714286,0,5.75,5.83333333333333,3.85714285714286,5.33333333333333,5.75,5.83333333333333,3.625,5.33333333333333,5.75,5.83333333333333,3.625,5.33333333333333,5.75,5.83333333333333,3.625,5.33333333333333,5.75,5.83333333333333,3.625,5.33333333333333,5.75,5.83333333333333,3.625
"883","1.prio",25315,10,1,"Danmark","Kbh.","A",10.5,"A",7,"A",9,"Mænd","STX","2500","Øst for Storebæl",21,2428,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",9,2014,7,"BSc2014",5,5,5,5,0,0,15,15,15,10,10,10,0,0,30,15,15,0,20,10,0,0,45,15,30,15,25,5,0,0,60,15,30,0,30,5,0,0,75,15,35,5,30,0,15,15,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,10,4,0,3.5,7,6,0,4.5,8,6,0,5.6,8.5,6.5,0,5.6,9.2,6.5,6.33333333333333,5.6,9.2,5.85714285714286,6.33333333333333,5.6,9.2,5.85714285714286,6.33333333333333,5.6,9.2,5.85714285714286,6.33333333333333,5.6,9.2,5.85714285714286,6.33333333333333,5.6,9.2,5.85714285714286
"884","1.prio",26520,3.8,1,"Danmark","Esbjerg","A",3.66666666666667,"B",7,"A",2,"Mænd","HTX","6700","Sydjyl.til Århus",22,2226,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2014-10-10,"bachelor",9,2014,2,"BSc2014",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","1.prio",26520,3.8,1,"Danmark","Esbjerg","A",3.66666666666667,"B",7,"A",2,"Mænd","STX","9690","Nordjyll.",22,2226,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2014-10-10,"bachelor",9,2014,2,"BSc2014",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","1.prio",25317,7.9,1,"Danmark","Aalborg","A",5,"A",9.66666666666667,"A",6,"Mænd","HTX","9000","Nordjyll.",20,2502,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Globale forretningssystemer","Industri og Global Forretn.udvikl.","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af den studerende",2014-09-01,2015-08-25,"bachelor",9,2014,4,"BSc2014",0,5,5,5,0,0,15,15,5,15,10,10,0,0,30,15,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,7,0,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75,NA,2,5.5,-0.75
"887","1.prio",26520,5.5,1,"Danmark","Esbjerg","A",6,"B",9,"A",6,"Mænd","STX","6731","Sydjyl.til Århus",20,2225,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2014-10-06,"bachelor",9,2014,2,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","2. <af>vrige",25315,8,1,"Danmark","Kbh.","A",7.75,"B",7,"A",9.8,"Mænd","Matematisk student","2000","Øst for Storebæl",28,2429,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",9,2014,7,"BSc2014",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,20,5,0,0,45,15,30,15,25,5,0,0,60,15,30,0,30,5,0,0,75,15,35,5,30,0,15,15,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,35,0,30,0,15,0,75,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,NA,10,7,0,7,11,9,0,8,10.6666666666667,9,0,9,11,8,0,9,11.2,8,10.3333333333333,9,11.2,7.14285714285714,10.3333333333333,9,11.2,7.14285714285714,10.3333333333333,9,11.2,7.14285714285714,10.3333333333333,9,11.2,7.14285714285714,10.3333333333333,9,11.2,7.14285714285714
