"","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"1046","Mænd","Matematisk student","2500","Øst for Storebæl",26,"1.prio",25315,6.8,1,"Danmark","Kbh.","B",1,"A",8.25,"A",8.2,1518,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-01-14,"bachelor",2012,1,"BSc2010",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","Mænd","HTX","2500","Øst for Storebæl",21,"2. ¯vrige",25315,7.1,1,"Danmark","Kbh.","B",7,"A",8.5,"A",3,1922,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-08-03,"bachelor",2013,2,"BSc2010",5,5,5,5,0,0,10,15,5,10,10,10,0,0,10,15,5,0,10,5,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,4,NA,7,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333,NA,3.5,1,-0.333333333333333
"1048","Mænd","STX","2900","Øst for Storebæl",22,"1.prio",25315,7.5,1,"Danmark","Kbh.","A",9.75,"B",8,"A",5.75,2476,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,25,10,20,5,0,0,45,15,35,10,25,5,0,0,60,15,40,5,30,10,0,0,75,15,40,0,35,5,15,15,90,15,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,7,10,10,0,9.5,7,10,0,7.66666666666667,8,10.4,0,8.25,8.5,9.85714285714286,0,8,9.2,9.125,10.3333333333333,8,9.66666666666667,9.125,10.3333333333333,8,9.66666666666667,9.125,10.3333333333333,8,9.66666666666667,9.125,10.3333333333333,8,9.66666666666667,9.125,10.3333333333333,8,9.66666666666667,9.125
"1049","Mænd","HTX","2300","Øst for Storebæl",21,"1.prio",25315,3.8,1,"Danmark","Kbh.","A",1.5,"A",5,"A",5,1753,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-09-21,"bachelor",2012,9,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,20,5,0,0,40,10,25,20,25,5,0,0,55,15,25,15,35,15,0,0,70,15,30,20,40,5,0,0,90,20,30,10,45,5,0,0,90,0,40,10,45,0,0,0,90,0,45,5,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,0,NA,4,4.5,1.5,NA,4,3.66666666666667,1.5,NA,4,5.25,0.714285714285714,NA,3.5,5,0.555555555555556,NA,3.5,4.83333333333333,0.461538461538462,NA,3.2,4.83333333333333,0.4,NA,3.2,4.83333333333333,0.588235294117647,NA,3.2,4.83333333333333,0.666666666666667,NA,3.2,4.83333333333333,0.666666666666667
"1050","Mænd","HTX","2300","Øst for Storebæl",21,"1.prio",25315,3.8,1,"Danmark","Kbh.","A",1.5,"A",5,"A",5,428,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","1. semester Medialogi","NJK77141","TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2015-09-01,2017-04-24,"kandidat",2015,4,"MSc2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","Mænd","HF","9400","Nordjyll.",24,"1.prio",25317,5.4,1,"Danmark","Aalborg","B",3,"A",4.5,"A",4.5,1952,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2014-09-29,"bachelor",2013,3,"BSc2010",0,0,0,0,0,0,15,15,0,15,0,5,0,0,30,15,0,5,10,10,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,2,0,NA,NA,3,-1.66666666666667,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2
"1052","Mænd","STX","2930","Øst for Storebæl",19,"1.prio",25315,5.7,1,"Danmark","Kbh.","A",3,"B",2.66666666666667,"A",4,1957,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-01-14,"bachelor",2013,3,"BSc2010",0,5,5,5,0,0,15,15,5,15,5,5,0,0,30,15,5,0,10,10,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,-3,NA,NA,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75,NA,1,10,-2.75
"1053","Mænd","STX","9000","Nordjyll.",24,"1.prio",25317,2.6,1,"Danmark","Aalborg","A",0,"A",2,"A",2,1900,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2014-01-31,"bachelor",2013,1,"BSc2010",0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,0,0,5,0,10,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,4,0,NA,0,4,0,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5,NA,-5,4,-5
"1054","Mænd","HHX","5200","Fyn + Øer",21,"1.prio",26520,9.1,1,"Danmark","Esbjerg","B",2,"B",2,NA,NA,2316,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2014-09-01,2015-12-08,"bachelor",2014,3,"BSc2014",0,5,10,10,0,0,15,15,5,15,10,5,0,0,15,15,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,10,4,0,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3,NA,0,-2,-3
"1055","Mænd","STX","2650","Øst for Storebæl",20,"1.prio",25315,8,1,"Danmark","Kbh.","A",10.6666666666667,"B",7,"A",5,2196,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-08-23,"bachelor",2013,6,"BSc2010",5,5,5,5,0,0,15,15,15,10,10,5,0,0,30,15,20,5,25,15,0,0,40,10,30,15,30,5,0,0,55,15,40,10,35,10,0,0,70,15,45,5,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,4,NA,NA,7,5.25,NA,8.5,8,6.6,NA,8.5,7,4,NA,4,6.4,3.6,NA,4.75,6.5,3.63636363636364,NA,4.75,6.5,3.63636363636364,NA,4.75,6.5,3.63636363636364,NA,4.75,6.5,3.63636363636364,NA,4.75,6.5,3.63636363636364
"1056","Mænd","STX","9000","Nordjyll.",20,"1.prio",25317,7.2,1,"Danmark","Aalborg","B",8,"A",8,"A",7,2278,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-08-13,"bachelor",2014,2,"BSc2014",0,5,10,10,0,0,15,15,0,15,10,5,0,0,15,15,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,10,0,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25,NA,1,2.5,-3.25
"1057","Mænd","STX","9000","Nordjyll.",24,"2. ¯vrige",25317,3.9,1,"Danmark","Aalborg","A",2,"B",10,"A",1,1958,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-02-12,"bachelor",2013,4,"BSc2010",0,0,0,0,0,0,5,15,0,10,0,5,0,0,5,15,0,5,0,10,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,-5,0,NA,NA,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5
"1058","Mænd","STX","9000","Nordjyll.",24,"1.prio",25317,3.6,1,"Danmark","Aalborg","A",2,"B",10,"A",1,1958,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-02-12,"bachelor",2013,4,"BSc2010",0,0,0,0,0,0,5,15,0,10,0,5,0,0,5,15,0,5,0,10,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,-5,0,NA,NA,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5
"1059","Mænd","HF","1307","Øst for Storebæl",22,"1.prio",25315,7.2,1,"Island","Kbh.","B",3,"A",7,"A",5.5,2036,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-08-25,"bachelor",2013,4,"BSc2010",0,5,5,5,0,0,15,15,5,15,10,5,0,0,30,15,5,0,25,15,0,0,40,10,10,15,25,5,0,0,40,15,10,0,25,0,0,0,40,0,10,0,25,0,0,0,40,0,10,0,25,0,0,0,40,0,10,0,25,0,0,0,40,0,10,0,25,0,0,0,40,0,10,0,25,0,0,0,40,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,0,NA,NA,5.5,0.2,NA,8,5,0.2,NA,8,3.75,-1.28571428571429,NA,8,3.75,-1.28571428571429,NA,8,3.75,-1.28571428571429,NA,8,3.75,-1.28571428571429,NA,8,3.75,-1.28571428571429,NA,8,3.75,-1.28571428571429,NA,8,3.75,-1.28571428571429
"1060","Kvinder","HTX","2665","Øst for Storebæl",21,"1.prio",25315,6.8,1,"Danmark","Kbh.","A",3,"A",5.5,"A",5.33333333333333,1579,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-02-17,"bachelor",2012,4,"BSc2010",0,5,0,5,0,0,15,15,10,10,15,15,0,0,30,15,10,0,15,5,0,0,30,10,10,0,15,0,0,0,30,0,10,5,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,4,-3,NA,7,4,0.6,NA,1,1,0.6,NA,1,1,0.6,NA,1,1,0.6,NA,1,1,0.6,NA,1,1,0.6,NA,1,1,0.6,NA,1,1,0.6,NA,1,1,0.6
"1061","Mænd","STX","9000","Nordjyll.",23,"2. ¯vrige",25317,4.4,1,"Danmark","Aalborg","B",1.33333333333333,"A",3.33333333333333,"A",4,1744,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-06-24,"bachelor",2012,8,"BSc2010",0,5,5,10,0,0,10,10,15,15,15,10,0,0,25,15,15,5,20,5,0,0,35,10,25,20,25,5,0,0,50,15,25,5,40,15,0,0,65,15,30,20,45,5,0,0,85,20,35,10,45,0,0,0,85,0,45,10,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,4,0,NA,4,5.5,1.6,NA,4,5,1.6,NA,4,4.25,1.66666666666667,NA,4,5.4,1.5,NA,4,4.83333333333333,1.21428571428571,NA,4,4.83333333333333,1.1875,NA,4,4.83333333333333,1.38888888888889,NA,4,4.83333333333333,1.38888888888889,NA,4,4.83333333333333,1.38888888888889
"1062","Mænd","STX","9000","Nordjyll.",21,"1.prio",25317,5.3,1,"Danmark","Aalborg","B",2,"A",5.75,"A",2.66666666666667,2292,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-10-13,"bachelor",2014,3,"BSc2014",0,5,10,10,0,0,15,15,0,15,10,5,0,0,15,15,0,0,10,5,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,7,0,NA,1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333,NA,-1,-1,-3.33333333333333
"1063","Mænd","STX","2800","Øst for Storebæl",22,"2. ¯vrige",25315,5.2,1,"Danmark","Kbh.","A",4,"A",6.25,"A",3.5,1784,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",2012,6,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,20,5,0,0,40,10,30,15,25,5,0,0,55,15,40,10,35,10,0,0,70,15,45,5,40,5,0,0,90,20,45,0,45,5,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,0,NA,10,10,6.5,NA,10,10.6666666666667,6.5,NA,10,9.75,4.85714285714286,NA,11,9.8,4.5,NA,11,9.33333333333333,5.11111111111111,NA,9.66666666666667,9.33333333333333,5.11111111111111,NA,9.66666666666667,9.33333333333333,5.11111111111111,NA,9.66666666666667,9.33333333333333,5.11111111111111,NA,9.66666666666667,9.33333333333333,5.11111111111111
"1064","Mænd","HTX","3650","Øst for Storebæl",20,"1.prio",25315,4.9,1,"Danmark","Kbh.","B",4,"A",7,"A",2,2091,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2013-09-01,NA,"bachelor",2013,NA,"BSc2010",5,5,5,5,0,0,15,15,15,10,10,5,0,0,30,15,15,0,25,15,0,0,40,10,25,20,25,5,0,0,55,15,30,15,30,10,0,0,70,15,40,10,35,10,0,0,90,20,45,5,35,0,0,0,90,0,45,0,40,5,0,0,90,0,45,0,40,0,0,0,90,0,45,0,40,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,4,NA,NA,8.5,2.66666666666667,NA,5.5,6.33333333333333,2.66666666666667,NA,5.5,7.75,2.5,NA,6,7.6,1.88888888888889,NA,6,8,1.90909090909091,NA,6,8,1.91666666666667,NA,6,8,1.91666666666667,NA,6,8,1.91666666666667,NA,6,8,1.91666666666667
"1065","Mænd","STX","2400","Øst for Storebæl",28,"1.prio",25315,5.5,1,"Danmark","Kbh.","B",2,"B",2,NA,NA,1749,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-07-01,"bachelor",2012,8,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,20,5,0,0,40,10,30,15,25,5,0,0,55,15,40,10,30,10,0,0,70,15,45,5,30,5,0,0,90,20,45,0,40,10,0,0,90,0,45,0,45,5,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,12,0,NA,4,12,4,NA,4,11.3333333333333,4,NA,4,11,5.28571428571429,NA,8,10.8,5.5,NA,8,10.6666666666667,5.66666666666667,NA,6.66666666666667,10.6666666666667,5.66666666666667,NA,6.66666666666667,10.6666666666667,5.66666666666667,NA,6.66666666666667,10.6666666666667,5.66666666666667,NA,6.66666666666667,10.6666666666667,5.66666666666667
"1066","Mænd","STX","8410","Midtjyll.",19,"1.prio",25317,5,1,"Danmark","Aalborg","A",3.33333333333333,"B",7,"A",4,1826,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-08-11,"bachelor",2012,6,"BSc2010",5,5,10,10,0,0,10,10,15,10,15,5,0,0,25,15,20,5,20,5,0,0,35,10,35,15,25,5,0,0,50,15,40,5,40,15,0,0,65,15,45,5,45,5,0,0,85,20,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,12,7,NA,4,9.5,3.66666666666667,NA,4,7,3.66666666666667,NA,4,7.75,4.42857142857143,NA,6,8.2,4.375,NA,6,8,4.11111111111111,NA,6,8,4.11111111111111,NA,6,8,4.11111111111111,NA,6,8,4.11111111111111,NA,6,8,4.11111111111111
