"","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"1026","Mænd","STX","2840","Øst for Storebæl",23,"1.prio",25315,3.8,1,"Danmark","Kbh.","A",3.33333333333333,"B",3.66666666666667,"A",4.33333333333333,1985,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-10-16,"bachelor",2013,5,"BSc2010",0,5,5,5,0,0,15,15,10,15,10,5,0,0,30,15,10,0,15,15,0,0,30,10,10,20,15,5,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,4,0,NA,NA,3,2.2,NA,-1,0.333333333333333,2.2,NA,-1,0.333333333333333,-0.5,NA,-1,0.333333333333333,-0.5,NA,-1,0.333333333333333,-0.5,NA,-1,0.333333333333333,-0.5,NA,-1,0.333333333333333,-0.5,NA,-1,0.333333333333333,-0.5,NA,-1,0.333333333333333,-0.5
"1027","Mænd","HTX","9850","Nordjyll.",21,"2. ¯vrige",25317,5.2,9,"Danmark","Aalborg","A",3.5,"A",4,"A",5,1757,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-25,"bachelor",2012,6,"BSc2010",5,5,10,10,0,0,10,10,15,10,15,5,0,0,25,15,20,5,20,5,0,0,35,10,35,15,25,5,0,0,50,15,40,5,40,15,0,0,65,15,45,5,45,5,0,0,85,20,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,4,10,NA,4,8,9,NA,4,8.66666666666667,9,NA,4,9,6.5,NA,8,9.2,7,NA,8,9.66666666666667,6.625,NA,8,9.66666666666667,6.625,NA,8,9.66666666666667,6.625,NA,8,9.66666666666667,6.625,NA,8,9.66666666666667,6.625
"1028","Mænd","STX","9520","Nordjyll.",25,"2. ¯vrige",25315,3.7,2,"Danmark","Kbh.","A",1,"B",8.5,"A",3,2370,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2014-09-01,NA,"bachelor",2014,NA,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,25,10,15,5,0,0,45,15,35,10,25,10,0,0,60,15,35,5,35,10,0,0,75,15,35,5,35,0,15,15,90,15,35,0,35,0,15,0,90,0,35,0,35,0,15,0,90,0,35,0,35,0,15,0,90,0,35,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,10,4,7,0,8.5,8,7,0,5.66666666666667,8.66666666666667,7.6,0,6.2,9,5.625,0,6.33333333333333,9.6,5,9,6.33333333333333,9.66666666666667,4.5,9,6.33333333333333,9.66666666666667,4.5,9,6.33333333333333,9.66666666666667,4.5,9,6.33333333333333,9.66666666666667,4.5,9,6.33333333333333,9.66666666666667,4.5
"1029","Mænd","HTX","9240","Nordjyll.",20,"1.prio",25317,5.6,1,"Danmark","Aalborg","A",2,"A",2,NA,NA,1653,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-11-12,"bachelor",2012,5,"BSc2010",0,5,10,10,0,0,10,10,10,15,15,5,0,0,25,15,10,5,20,5,0,0,35,10,10,25,20,5,0,0,35,15,10,0,25,5,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,4,0,NA,4,4,1.6,NA,4,4,1.6,NA,4,1.75,-1.5,NA,5.5,1.75,-1.5,NA,5.5,1.75,-1.5,NA,5.5,1.75,-1.5,NA,5.5,1.75,-1.5,NA,5.5,1.75,-1.5,NA,5.5,1.75,-1.5
"1030","Mænd","HTX","9000","Nordjyll.",19,"1.prio",25317,7,1,"Danmark","Aalborg","B",7,"B",10.5,"A",3.75,1634,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-07-07,"bachelor",2012,4,"BSc2010",0,5,10,10,0,0,10,10,10,15,15,5,0,0,25,15,15,5,15,5,0,0,35,10,15,15,15,5,0,0,50,15,15,0,20,5,0,0,50,0,15,0,20,0,0,0,50,0,15,0,20,0,0,0,50,0,15,0,20,0,0,0,50,0,15,0,20,0,0,0,50,0,15,0,20,0,0,0,50,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,4,0,NA,4,5.5,2.8,NA,4,6,2.8,NA,4,6.25,0.111111111111111,NA,8,6.25,0.111111111111111,NA,8,6.25,0.111111111111111,NA,8,6.25,0.111111111111111,NA,8,6.25,0.111111111111111,NA,8,6.25,0.111111111111111,NA,8,6.25,0.111111111111111
"1031","Mænd","HHX","9000","Nordjyll.",21,"1.prio",25317,11.4,1,"Danmark","Aalborg","A",10.6666666666667,"A",10,"A",11.3333333333333,2368,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2014-09-01,NA,"bachelor",2014,NA,"BSc2014",5,5,10,10,0,0,15,15,15,10,15,5,0,0,30,15,20,10,20,5,0,0,45,15,35,15,25,5,0,0,60,15,40,5,30,5,0,0,75,15,40,0,30,0,10,15,90,15,40,0,35,5,10,0,90,0,40,0,35,0,10,0,90,0,40,0,35,0,10,0,90,0,40,0,35,0,10,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,7,7,4,0,8.5,9.5,3.33333333333333,0,9,10.3333333333333,3.4,0,7.75,10.75,3.11111111111111,0,7,9.4,3.2,6.66666666666667,7,9,3.2,6.66666666666667,7,9,3.2,6.66666666666667,7,9,3.2,6.66666666666667,7,9,3.2,6.66666666666667,7,9,3.2
"1032","Mænd","HTX","9220","Nordjyll.",21,"1.prio",25317,6.5,1,"Danmark","Aalborg","A",6,"A",8,"A",8,2127,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,0,10,0,5,0,0,30,15,15,15,15,20,0,0,40,10,35,20,25,10,0,0,55,15,40,5,35,15,0,0,70,15,45,5,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,10,0,NA,NA,11,-1.66666666666667,NA,10,9.66666666666667,1.8,NA,10,10.25,1.66666666666667,NA,8.66666666666667,10.2,1.84615384615385,NA,8.66666666666667,10.1666666666667,1.85714285714286,NA,8.66666666666667,10.1666666666667,1.85714285714286,NA,8.66666666666667,10.1666666666667,1.85714285714286,NA,8.66666666666667,10.1666666666667,1.85714285714286,NA,8.66666666666667,10.1666666666667,1.85714285714286
"1033","Mænd","HTX","9220","Nordjyll.",21,"1.prio",25317,6.5,1,"Danmark","Aalborg","A",6,"A",8,"A",8,544,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMS80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",2016,NA,"MSc2011",5,5,5,5,0,0,15,15,5,0,10,5,5,10,30,15,5,5,10,0,10,5,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,0,7,7,7,10,8.5,7,7,10,8.5,7,3.5,10,8.5,7,3.5,10,8.5,7,3.5,10,8.5,7,3.5,10,8.5,7,3.5,10,8.5,7,3.5,10,8.5,7,3.5,10,8.5,7,3.5
"1034","Kvinder","Udenlandsk adg.grundlag","1610","Øst for Storebæl",24,"1.prio",25315,11.2,1,"Ungarn","Kbh.","B",2,"B",12,NA,NA,2324,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2014-09-01,2015-12-08,"bachelor",2014,3,"BSc2014",0,5,0,10,0,0,5,15,0,5,0,15,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,-5,-5,-3,NA,-5,-5,-4,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333
"1035","Kvinder","STX","2650","Øst for Storebæl",23,"2. ¯vrige",25315,7,1,"Danmark","Kbh.","B",2,"A",5,"A",8,2170,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-07-01,"bachelor",2013,6,"BSc2010",5,5,5,5,0,0,15,15,15,10,10,5,0,0,30,15,20,5,25,15,0,0,40,10,35,15,30,5,0,0,55,15,35,5,35,5,0,0,70,15,45,10,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,2,NA,NA,8.5,1.5,NA,8.5,8,1.6,NA,8.5,5.2,1.75,NA,8.5,5.5,1.55555555555556,NA,9.66666666666667,6.14285714285714,1.63636363636364,NA,9.66666666666667,6.14285714285714,1.63636363636364,NA,9.66666666666667,6.14285714285714,1.63636363636364,NA,9.66666666666667,6.14285714285714,1.63636363636364,NA,9.66666666666667,6.14285714285714,1.63636363636364
"1036","Kvinder","STX","2650","Øst for Storebæl",23,"2. ¯vrige",25315,7,1,"Danmark","Kbh.","B",2,"A",5,"A",8,512,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMG80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",2016,NA,"MSc2011",0,0,5,5,5,5,15,15,0,0,10,5,15,10,30,15,5,5,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,NA,7,12,0,12,8.5,12,0,12,8.5,12,7,12,8.5,12,7,12,8.5,12,7,12,8.5,12,7,12,8.5,12,7,12,8.5,12,7,12,8.5,12,7,12,8.5,12,7
"1037","Mænd","HTX","4700","Øst for Storebæl",19,"1.prio",25315,6.7,1,"Danmark","Kbh.","A",8,"A",7,"A",4.75,1685,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Aktiv","afbrudt","Afbrudt af institutionen",2012-09-01,2016-11-11,"bachelor",2012,9,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,20,5,0,0,40,10,25,20,25,5,0,0,55,15,30,10,35,10,0,0,70,15,40,10,40,10,0,0,90,20,40,0,40,5,0,0,90,0,40,5,40,5,0,0,90,0,40,0,40,0,0,0,90,0,40,0,40,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,0,NA,4,10,1.6,NA,4,9,1.6,NA,4,8.5,0.7,NA,4.33333333333333,7.2,0.818181818181818,NA,4.33333333333333,7.16666666666667,1.15384615384615,NA,4.33333333333333,7.16666666666667,1.15384615384615,NA,4.33333333333333,7.16666666666667,1.07142857142857,NA,4.33333333333333,7.16666666666667,1.07142857142857,NA,4.33333333333333,7.16666666666667,1.07142857142857
"1038","Mænd","HTX","4700","Øst for Storebæl",19,"1.prio",25315,6.7,1,"Danmark","Kbh.","A",8,"A",7,"A",4.75,495,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","1. semester Medialogi","NJK77142","TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2016-09-01,2016-11-11,"kandidat",2016,1,"MSc2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","Mænd","STX","3460","Øst for Storebæl",20,"1.prio",25315,5.7,1,"Danmark","Kbh.","B",5,"A",6.25,"A",5,2007,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-01-03,"bachelor",2013,3,"BSc2010",5,5,5,5,0,0,15,15,15,10,10,5,0,0,30,15,15,0,20,10,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,15,0,20,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,2,NA,NA,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667,NA,7,7,3.66666666666667
"1040","Mænd","HTX","9000","Nordjyll.",20,"1.prio",25317,7.1,1,"Danmark","Aalborg","A",2,"A",5,"A",7.75,2271,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-07-02,"bachelor",2014,2,"BSc2014",0,5,10,10,0,0,15,15,0,15,10,0,0,0,15,15,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,7,-3,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5,NA,7,1,-4.5
"1041","Mænd","HTX","3540","Øst for Storebæl",21,"1.prio",25315,3.5,1,"Danmark","Kbh.","B",4.33333333333333,"A",4,"A",2,1676,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2016-06-08,"bachelor",2012,8,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,20,10,0,0,30,10,15,15,20,5,0,0,40,10,15,5,20,5,0,0,40,0,15,5,20,0,0,0,40,0,15,10,20,0,0,0,40,15,15,5,20,0,0,0,40,35,15,0,20,0,0,0,40,0,15,0,20,0,0,0,40,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,0,NA,4,5.5,1.2,NA,1,3.66666666666667,1.2,NA,1,4.5,-1.125,NA,-0.5,4.5,-1.125,NA,-0.5,4.5,-1.125,NA,-0.5,2.6,-1.55555555555556,NA,-0.5,0.428571428571429,-1.9,NA,-0.5,0.428571428571429,-1.9,NA,-0.5,0.428571428571429,-1.9
"1042","Mænd","HTX","9220","Nordjyll.",19,"1.prio",25317,6.2,1,"Danmark","Aalborg","A",5.5,"B",10,"A",5.75,2470,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",0,5,10,10,0,0,15,15,10,15,15,5,0,0,30,15,25,15,20,5,0,0,45,15,35,10,25,5,0,0,60,15,40,5,30,5,0,0,75,15,40,0,30,0,15,15,90,15,40,0,35,5,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,7,7,0,0,9.5,8.5,1.2,0,10.3333333333333,9.66666666666667,3,0,9.5,9,3.5,0,9,9.2,4.09090909090909,7.66666666666667,9,9.33333333333333,4.09090909090909,7.66666666666667,9,9.33333333333333,4.09090909090909,7.66666666666667,9,9.33333333333333,4.09090909090909,7.66666666666667,9,9.33333333333333,4.09090909090909,7.66666666666667,9,9.33333333333333,4.09090909090909
"1043","Mænd","STX","6270","Sydjyl.til Århus",20,"1.prio",26520,3.2,1,"Danmark","Esbjerg","B",2.66666666666667,"A",4.5,"A",3,2009,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-01-28,"bachelor",2013,3,"BSc2010",0,5,5,5,0,0,15,15,15,15,15,10,0,0,30,15,15,0,15,10,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,4,-5,NA,4,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2,NA,-2,5.5,2
"1044","Mænd","STX","2200","Øst for Storebæl",21,"1.prio",25315,7.5,1,"Danmark","Kbh.","B",2,"A",7.5,"A",7.5,2032,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-08-15,"bachelor",2013,4,"BSc2010",5,5,5,5,0,0,15,15,15,10,10,5,0,0,30,15,20,5,20,15,0,0,40,10,30,15,25,10,0,0,55,15,30,0,25,0,0,0,55,0,30,0,25,0,0,0,55,0,30,0,25,0,0,0,55,0,30,0,25,0,0,0,55,0,30,0,25,0,0,0,55,0,30,0,25,0,0,0,55,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,2,NA,NA,11,3.5,NA,3.66666666666667,10.6666666666667,3.6,NA,3.66666666666667,8.5,4,NA,3.66666666666667,8.5,4,NA,3.66666666666667,8.5,4,NA,3.66666666666667,8.5,4,NA,3.66666666666667,8.5,4,NA,3.66666666666667,8.5,4,NA,3.66666666666667,8.5,4
"1045","Mænd","HTX","3500","Øst for Storebæl",21,"2. ¯vrige",25315,6.6,1,"Danmark","Kbh.","A",1,"A",10.5,"A",7,2144,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-07-01,"bachelor",2013,6,"BSc2010",5,5,5,5,0,0,15,15,15,10,5,5,0,0,30,15,20,5,25,20,0,0,40,10,30,15,30,5,0,0,55,15,35,10,40,10,0,0,70,15,45,10,45,5,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,7,NA,NA,8.5,5.33333333333333,NA,7,9,4.5,NA,7,5.8,2.85714285714286,NA,6,6.5,2.44444444444444,NA,6,7,2.54545454545455,NA,6,7,2.54545454545455,NA,6,7,2.54545454545455,NA,6,7,2.54545454545455,NA,6,7,2.54545454545455
